Updated On,State,Total Tested,Tags,Positive,Negative,Unconfirmed,Unnamed: 7,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),Unnamed: 20,Unnamed: 21,Unnamed: 22
05/04/2020,Maharashtra,16008.0,Tested,,14837.0,,,3122.0,,,,,,,,0.00%,0.13,131.0,122153000,,,
06/04/2020,Maharashtra,17563.0,Tested,868.0,15808.0,,,3498.0,,,,,,https://www.cnbctv18.com/healthcare/maharashtra-covid-19-tally-mounts-to-868-with-7-fresh-deaths-5634351.htm,,4.94%,0.14,144.0,,,,
07/04/2020,Maharashtra,20877.0,Tested,1018.0,19290.0,569.0,,38703.0,,,,,,https://arogya.maharashtra.gov.in/pdf/covidepressnote07.pdf,,4.88%,0.17,171.0,,,,
09/04/2020,Maharashtra,20877.0,Tested,868.0,19290.0,715.0,,,,,,,,https://twitter.com/Maha_MEDD/status/1248156898894811136,https://drive.google.com/file/d/1InVpTI2sfv8N24YVOJVlVUMQ5Z-d8ZRq/view,4.16%,0.17,171.0,,,,
10/04/2020,Maharashtra,30000.0,Tested,1135.0,28865.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248484537216065536,https://drive.google.com/file/d/1EnHn3WjLO2EkLjDRiv7C_B44IY_1HuiX/view,3.78%,0.25,246.0,,,,
11/04/2020,Maharashtra,31841.0,Tested,1761.0,30477.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248859409419132929?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.53%,0.26,261.0,,,,
12/04/2020,Maharashtra,35668.0,Tested,1761.0,34094.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249210483812548608?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,4.94%,0.29,292.0,,,,
13/04/2020,Maharashtra,39725.0,Tested,1996.0,37964.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249593448820125697,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.02%,0.33,325.0,,,,
14/04/2020,Maharashtra,41071.0,Tested,2340.0,39089.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249943643357511680?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.70%,0.34,336.0,,,,
15/04/2020,Maharashtra,45142.0,Tested,2690.0,42808.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1250306461097320448,https://drive.google.com/file/d/1ItKhc3Ch9ueTg3EsMmq0dlQTgPlt-l5a/view,5.96%,0.37,370.0,,,,
16/04/2020,Maharashtra,50882.0,Tested,2916.0,48198.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1250659519840968704,,5.73%,0.42,417.0,,,,
17/04/2020,Maharashtra,55678.0,Tested,3204.0,52762.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251045031869214720,,5.75%,0.46,456.0,,,,
18/04/2020,Maharashtra,60166.0,Tested,3323.0,56964.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251399078555947008,,5.52%,0.49,493.0,,,,
19/04/2020,Maharashtra,66796.0,Tested,3651.0,63476.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251760884512243714,,5.47%,0.55,547.0,,,,
20/04/2020,Maharashtra,71321.0,Tested,4204.0,67673.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252114391090130947,,5.89%,0.58,584.0,,,,
21/04/2020,Maharashtra,75838.0,Tested,4676.0,71638.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252467996393537536,,6.17%,0.62,621.0,,,,
22/04/2020,Maharashtra,82304.0,Tested,5229.0,77638.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252842842268950530,,6.35%,0.67,674.0,,,,
23/04/2020,Maharashtra,89197.0,Tested,5218.0,83979.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253199854890713089,,5.85%,0.73,730.0,,,,
24/04/2020,Maharashtra,95210.0,Tested,6427.0,89561.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253554384606298114?s=19,,6.75%,0.78,779.0,,,,
25/04/2020,Maharashtra,100912.0,Tested,6817.0,94485.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253930643949367296,,6.76%,0.83,826.0,,,,
26/04/2020,Maharashtra,107979.0,Tested,7928.0,101162.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1254288768577818625,,7.34%,0.88,884.0,,,,
27/04/2020,Maharashtra,115147.0,Tested,8068.0,107519.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1254647537991991297,,7.01%,0.94,943.0,,,,
28/04/2020,Maharashtra,120620.0,Tested,8590.0,112552.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255016183411077121,,7.12%,0.99,987.0,,,,
29/04/2020,Maharashtra,128726.0,Tested,9318.0,120136.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255371358323773445?s=19,,7.24%,1.05,1054.0,,,,
30/04/2020,Maharashtra,135694.0,Tested,9915.0,126376.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255747873758535681?s=19,,7.31%,1.11,1111.0,,,,
01/05/2020,Maharashtra,144159.0,Tested,10498.0,134244.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256099194437132288?s=19,,7.28%,1.18,1180.0,,,,
02/05/2020,Maharashtra,151085.0,Tested,11506.0,140587.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256463584004943872,,7.62%,1.24,1237.0,,,,
03/05/2020,Maharashtra,159754.0,Tested,12296.0,148248.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256823671122915328?s=19,,7.70%,1.31,1308.0,,,,
04/05/2020,Maharashtra,168374.0,Tested,12974.0,156078.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257190659062026242?s=19,,7.71%,1.38,1378.0,,,,
05/05/2020,Maharashtra,175323.0,Tested,14541.0,162349.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257621289625194496?s=19,,8.29%,1.44,1435.0,,,,
06/05/2020,Maharashtra,181746.0,Tested,15525.0,167205.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257913159588777985?s=19,,8.54%,1.49,1488.0,,,,
07/05/2020,Maharashtra,189220.0,Tested,16758.0,173838.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1258283089316339712?s=19,,8.86%,1.55,1549.0,,,,
08/05/2020,Maharashtra,200477.0,Tested,17974.0,183862.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1258632735834300416?s=19,,8.97%,1.64,1641.0,,,,
09/05/2020,Maharashtra,210174.0,Tested,19063.0,192197.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1259002292256116736?s=19,,9.07%,1.72,1721.0,,,,
10/05/2020,Maharashtra,225524.0,Tested,20228.0,206481.0,,,,,,,,,https://twitter.com/Maha_MEDD/status/1259365348148572161?s=19,,8.97%,1.85,1846.0,,,,
11/05/2020,Maharashtra,,,,,,,,,,,,,,,,0.0,0.0,,,,
12/05/2020,Maharashtra,,,,,,,,,,,,,,,,,,,,,
24/04/2020,Manipur,402.0,Reports Received,2.0,,,,391.0,311.0,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_240420.jpg,,,,,,,,
25/04/2020,Manipur,416.0,Reports Received,2.0,,,,397.0,313.0,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_250420.jpg,,,,,,,,
30/04/2020,Manipur,459.0,Reports Received,2.0,,,,439.0,355.0,,,,7586.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/staus_300420.jpg,,,,,,,,
01/05/2020,Manipur,461.0,Reports Received,2.0,,,,443.0,366.0,,,,7779.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_010520.jpg,,,,,,,,
02/05/2020,Manipur,468.0,Reports Received,2.0,,,,536.0,372.0,,,,8012.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_020520.jpg,,,,,,,,
04/05/2020,Manipur,571.0,Reports Received,2.0,,,,557.0,467.0,,,,8575.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_040520.jpg,,,,,,,,
07/05/2020,Manipur,684.0,Reports Received,2.0,,,,627.0,520.0,,,,9346.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_070520.jpg,,,,,,,,
08/05/2020,Manipur,756.0,Reports Received,2.0,,,,627.0,520.0,,,,9625.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_080520.jpg,,,,,,,,
09/05/2020,Manipur,865.0,Reports Received,2.0,,,,627.0,520.0,,,,10051.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_090520.jpg,,,,,,,,
10/05/2020,Manipur,1096.0,Reports Received,2.0,,,,2018.0,884.0,,,,10393.0,http://nrhmmanipur.org/wp-content/uploads/2020/03/status_10.jpg,,,,,,,,
11/05/2020,Manipur,1337.0,Reports Received,2.0,,,,2369.0,994.0,,,,10705.0,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_110520.jpg,,,,,,,,
16/02/2020,Meghalaya,552.0,Tested,7.0,299.0,246.0,,,,,,,,https://t.me/indiacovid/2463,,1.27%,0.17,171.0,3224000,,,
17/04/2020,Meghalaya,617.0,Tested,9.0,541.0,,,105.0,,,,,,http://meghalaya.gov.in/megcms/sites/default/files/press_release/CM%20Media%20Brief_0.pdf,,1.46%,0.19,191.0,,,,
18/04/2020,Meghalaya,738.0,Tested,11.0,667.0,60.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.49%,0.23,229.0,,,,
19/04/2020,Meghalaya,766.0,Tested,11.0,678.0,77.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.44%,0.24,238.0,,,,
20/04/2020,Meghalaya,838.0,Tested,11.0,714.0,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.31%,0.26,260.0,,,,
21/04/2020,Meghalaya,933.0,Tested,12.0,821.0,100.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.29%,0.29,289.0,,,,
22/04/2020,Meghalaya,1046.0,Tested,12.0,904.0,130.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.15%,0.32,324.0,,,,
23/04/2020,Meghalaya,1109.0,Tested,12.0,1000.0,97.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.08%,0.34,344.0,,,,
24/04/2020,Meghalaya,1130.0,Tested,12.0,1048.0,70.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.06%,0.35,350.0,,,,
25/04/2020,Meghalaya,1169.0,Tested,12.0,1097.0,60.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.03%,0.36,363.0,,,,
27/04/2020,Meghalaya,1254.0,Tested,12.0,1182.0,60.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.96%,0.39,389.0,,,,
28/04/2020,Meghalaya,1382.0,Tested,12.0,1202.0,168.0,,,,,,,,https://twitter.com/ANI/status/1255184343103766532?s=19,,0.87%,0.43,429.0,,,,
29/04/2020,Meghalaya,1397.0,Tested,12.0,1288.0,97.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.86%,0.43,433.0,,,,
30/04/2020,Meghalaya,1595.0,Tested,12.0,1433.0,49.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,https://t.me/indiacovid/3660?single,0.75%,0.49,495.0,,,,
01/05/2020,Meghalaya,,Tested,,,,,,,,,,,,,,0.0,0.0,,,,
02/05/2020,Meghalaya,1707.0,Tested,12.0,1655.0,40.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.70%,0.53,529.0,,,,
03/05/2020,Meghalaya,,,,,,,,,,,,,,,,0.0,0.0,,,,
04/05/2020,Meghalaya,1884.0,Tested,12.0,1782.0,90.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.64%,0.58,584.0,,,,
05/05/2020,Meghalaya,1944.0,Tested,12.0,1822.0,110.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.62%,0.6,603.0,,,,
06/05/2020,Meghalaya,,,,,,,,,,,,,,,,0.0,0.0,,,,
07/05/2020,Meghalaya,2054.0,Tested,12.0,1967.0,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.58%,0.64,637.0,,,,
08/05/2020,Meghalaya,,,,,,,,,,,,,,,,0.0,0.0,,,,
09/05/2020,Meghalaya,2287.0,Tested,12.0,2178.0,96.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.52%,0.71,709.0,,,,
10/05/2020,Meghalaya,2287.0,Tested,13.0,2178.0,96.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,0.57%,0.71,709.0,,,,
11/05/2020,Meghalaya,2480.0,Tested,13.0,2342.0,125.0,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,,,,,,,
06/04/2020,Mizoram,58.0,Samples Collected,1.0,0.0,0.0,,207.0,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-642020,,1.72%,0.05,49.0,1192000,,,
07/04/2020,Mizoram,58.0,Samples Collected,1.0,0.0,0.0,,207.0,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-742020,,1.72%,0.05,49.0,,,,
08/04/2020,Mizoram,74.0,Samples Collected,1.0,,0.0,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-842020,,1.35%,0.06,62.0,,,,
09/04/2020,Mizoram,84.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-942020,,1.19%,0.07,70.0,,,,
12/04/2020,Mizoram,87.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-date-1142020,,1.15%,0.07,73.0,,,,
13/04/2020,Mizoram,89.0,Samples Collected,1.0,,,,,,,,,,https://t.me/indiacovid/2218,,1.12%,0.07,75.0,,,,
14/04/2020,Mizoram,91.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1442020,,1.10%,0.08,76.0,,,,
15/04/2020,Mizoram,94.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1542020,,1.06%,0.08,79.0,,,,
16/04/2020,Mizoram,94.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1642020,,1.06%,0.08,79.0,,,,
18/04/2020,Mizoram,102.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1842020,,0.98%,0.09,86.0,,,,
19/04/2020,Mizoram,116.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1942020,,0.86%,0.1,97.0,,,,
20/04/2020,Mizoram,132.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2042020,,0.76%,0.11,111.0,,,,
21/04/2020,Mizoram,135.0,Samples Collected,1.0,,,,,,,,,,https://t.me/indiacovid/2898?single,,0.74%,0.11,113.0,,,,
22/04/2020,Mizoram,135.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2242020,,0.74%,0.11,113.0,,,,
23/04/2020,Mizoram,137.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2342020,,0.73%,0.11,115.0,,,,
26/04/2020,Mizoram,146.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2642020,,0.68%,0.12,122.0,,,,
27/04/2020,Mizoram,146.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2742020,,0.68%,0.12,122.0,,,,
28/04/2020,Mizoram,158.0,Samples Collected,1.0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2842020,,0.63%,0.13,133.0,,,,
29/04/2020,Mizoram,179.0,Samples Collected,1.0,,,,253.0,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2942020,,0.56%,0.15,150.0,,,,
30/04/2020,Mizoram,180.0,Samples Collected,1.0,,,,253.0,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-3042020,,0.56%,0.15,151.0,,,,
01/05/2020,Mizoram,180.0,Samples Collected,1.0,,,,794.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3042020-500pm-152020-500-pm,,0.56%,0.15,151.0,,,,
02/05/2020,Mizoram,183.0,Samples Collected,1.0,,,,1142.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-152020-500pm-252020-500-pm,,0.55%,0.15,154.0,,,,
03/05/2020,Mizoram,183.0,Samples Collected,1.0,,,,1878.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-252020-500pm-352020-500-pm,,0.55%,0.15,154.0,,,,
04/05/2020,Mizoram,183.0,Samples Collected,1.0,,,,1949.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-352020-500pm-452020-500-pm,,0.55%,0.15,154.0,,,,
05/05/2020,Mizoram,188.0,Samples Collected,1.0,,,,2045.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-452020-500pm-552020-500-pm,,0.53%,0.16,158.0,,,,
06/05/2020,Mizoram,195.0,Samples Collected,1.0,,,,2111.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-552020-500pm-652020-500-pm,,0.51%,0.16,164.0,,,,
07/05/2020,Mizoram,197.0,Samples Collected,1.0,,,,2137.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-652020-500pm-752020-500-pm,,0.51%,0.17,165.0,,,,
08/05/2020,Mizoram,199.0,Samples Collected,1.0,,,,2161.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-752020-500pm-852020-500-pm,,0.50%,0.17,167.0,,,,
09/05/2020,Mizoram,201.0,Samples Collected,1.0,,,,2161.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-852020-500pm-952020-500-pm,,0.50%,0.17,169.0,,,,
10/05/2020,Mizoram,201.0,Samples Collected,1.0,,,,2161.0,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-952020-500pm-1052020-500-pm,,0.50%,0.17,169.0,,,,
11/05/2020,Mizoram,206.0,Samples Collected,1.0,,,,2229.0,,,,,,,,,,,,,,
12/05/2020,Mizoram,,,,,,,,,,,,,,,,,,,,,
06/04/2020,Nagaland,60.0,Samples Sent,0.0,47.0,13.0,,,,489.0,,70.0,,http://morungexpress.com/nagaland-covid-19-update-2,,0.00%,0.03,28.0,2150000,,,
10/04/2020,Nagaland,70.0,Samples Sent,0.0,69.0,1.0,,20.0,,,,,,http://morungexpress.com/nagaland-covid-19-update-4,,0.00%,0.03,33.0,,,,
11/04/2020,Nagaland,70.0,Samples Sent,0.0,70.0,,,22.0,,,,,,http://morungexpress.com/nagaland-covid-19-update-5,,0.00%,0.03,33.0,,,,
12/04/2020,Nagaland,74.0,Samples Sent,0.0,70.0,4.0,,,,,,,,http://morungexpress.com/nagaland-covid-19-update-6,,0.00%,0.03,34.0,,,,
13/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,0.0,0.0,,,,
14/04/2020,Nagaland,174.0,Samples Sent,0.0,97.0,77.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.08,81.0,,,,
15/04/2020,Nagaland,184.0,Samples Sent,0.0,174.0,10.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.09,86.0,,,,
16/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,0.0,0.0,,,,
17/04/2020,Nagaland,274.0,Samples Sent,0.0,222.0,48.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.13,127.0,,,,
18/04/2020,Nagaland,392.0,Samples Sent,0.0,292.0,100.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.18,182.0,,,,
19/04/2020,Nagaland,404.0,Samples Sent,0.0,345.0,59.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.19,188.0,,,,
20/04/2020,Nagaland,434.0,Samples Sent,0.0,404.0,30.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2,202.0,,,,
21/04/2020,Nagaland,537.0,Samples Sent,0.0,456.0,81.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.25,250.0,,,,
22/04/2020,Nagaland,543.0,Samples Sent,0.0,481.0,62.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.25,253.0,,,,
23/04/2020,Nagaland,607.0,Samples Sent,0.0,543.0,64.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.28,282.0,,,,
24/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,0.0,0.0,,,,
25/04/2020,Nagaland,613.0,Samples Sent,0.0,607.0,6.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.29,285.0,,,,
26/04/2020,Nagaland,613.0,Samples Sent,0.0,613.0,0.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.29,285.0,,,,
27/04/2020,Nagaland,629.0,Samples Sent,0.0,613.0,16.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.29,293.0,,,,
28/04/2020,Nagaland,639.0,Samples Sent,0.0,620.0,19.0,,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.3,297.0,,,,
29/04/2020,Nagaland,644.0,Samples Sent,0.0,631.0,13.0,,37.0,,381.0,64.0,32.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.3,300.0,,,,
30/04/2020,Nagaland,653.0,Samples Sent,0.0,640.0,13.0,,33.0,,390.0,64.0,35.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.3,304.0,,,,
01/05/2020,Nagaland,664.0,Samples Sent,0.0,650.0,14.0,,29.0,,390.0,64.0,35.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.31,309.0,,,,
02/05/2020,Nagaland,674.0,Samples Sent,0.0,661.0,13.0,,29.0,,390.0,64.0,35.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,0.00%,0.31,313.0,,,,
03/05/2020,Nagaland,684.0,Samples Sent,0.0,663.0,21.0,,28.0,,390.0,66.0,35.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,0.00%,0.32,318.0,,,,
04/05/2020,Nagaland,708.0,Samples Sent,0.0,679.0,29.0,,28.0,,390.0,66.0,35.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.33,329.0,,,,
05/05/2020,Nagaland,724.0,Samples Sent,0.0,771.0,13.0,,43.0,,390.0,66.0,34.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.34,337.0,,,,
06/05/2020,Nagaland,763.0,Samples Sent,0.0,712.0,51.0,,80.0,,390.0,66.0,34.0,,https://twitter.com/HealthNagaland/status/1258019443202052158,https://covid19.nagaland.gov.in/health-main,0.00%,0.35,355.0,,,,
07/05/2020,Nagaland,786.0,Samples Sent,0.0,728.0,58.0,,77.0,,390.0,66.0,34.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.37,366.0,,,,
08/05/2020,Nagaland,805.0,Samples Sent,0.0,775.0,30.0,,77.0,,390.0,66.0,34.0,,https://t.me/indiacovid/4317,https://covid19.nagaland.gov.in/health-main,0.00%,0.37,374.0,,,,
09/05/2020,Nagaland,848.0,Samples Sent,0.0,786.0,62.0,,93.0,,390.0,66.0,34.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.39,394.0,,,,
10/05/2020,Nagaland,862.0,Samples Sent,0.0,806.0,56.0,,98.0,,390.0,66.0,34.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.4,401.0,,,,
11/05/2020,Nagaland,875.0,Samples Sent,0.0,848.0,27.0,,112.0,,390.0,66.0,34.0,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,,,,,,
03/04/2020,Odisha,1395.0,Tested,20.0,1108.0,267.0,,,,,,,,https://twitter.com/HFWOdisha/status/1246135145230303232,,1.43%,0.03,32.0,43671000,,,
07/04/2020,Odisha,2190.0,Tested,40.0,,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,1.83%,0.05,50.0,,,,
07/04/2020,Odisha,2441.0,Tested,42.0,,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,1.72%,0.06,56.0,,,,
08/04/2020,Odisha,2441.0,Tested,42.0,2399.0,,,,,,,,,https://health.odisha.gov.in/,,1.72%,0.06,56.0,,,,
09/04/2020,Odisha,3249.0,Tested,48.0,3201.0,,,,,,,,,https://health.odisha.gov.in/,,1.48%,0.07,74.0,,,,
10/04/2020,Odisha,3547.0,Tested,50.0,3497.0,,,,,,,,,https://health.odisha.gov.in/,,1.41%,0.08,81.0,,,,
11/04/2020,Odisha,3551.0,Tested,51.0,3497.0,,,,,,,,,https://health.odisha.gov.in/,,1.44%,0.08,81.0,,,,
12/04/2020,Odisha,3862.0,Tested,54.0,3808.0,,,,,,,,,https://health.odisha.gov.in/,,1.40%,0.09,88.0,,,,
13/04/2020,Odisha,4170.0,Tested,54.0,4116.0,,,,,,,,,https://health.odisha.gov.in/,,1.29%,0.1,95.0,,,,
14/04/2020,Odisha,4734.0,Tested,56.0,4678.0,,,,,,,,,https://health.odisha.gov.in/,,1.18%,0.11,108.0,,,,
15/04/2020,Odisha,5537.0,Tested,60.0,5477.0,,,,,,,,,https://health.odisha.gov.in/,,1.08%,0.13,127.0,,,,
16/04/2020,Odisha,6734.0,Tested,60.0,6674.0,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-16042020.pdf,https://health.odisha.gov.in/,0.89%,0.15,154.0,,,,
17/04/2020,Odisha,7577.0,Tested,60.0,7517.0,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,https://health.odisha.gov.in/,0.79%,0.17,174.0,,,,
18/04/2020,Odisha,8619.0,Tested,60.0,8559.0,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,,0.70%,0.2,197.0,,,,
19/04/2020,Odisha,9690.0,Tested,61.0,9629.0,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-19042020.pdf,https://health.odisha.gov.in/,0.63%,0.22,222.0,,,,
20/04/2020,Odisha,10641.0,Tested,68.0,,,,,,,,,,https://health.odisha.gov.in/,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-20042020.pdf,0.64%,0.24,244.0,,,,
21/04/2020,Odisha,11748.0,Tested,79.0,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-21042020Eng.pdf,,0.67%,0.27,269.0,,,,
22/04/2020,Odisha,13775.0,Tested,83.0,,,,,,,,,,https://health.odisha.gov.in/,,0.60%,0.32,315.0,,,,
